# CarANC Session Log
# format=jsonl
# vehicle=skoda Octavia 2019
# scenario=行駛中
# phonePlacement=中控下方
# connectionType=usb androidauto
# ---
{"ts":1781739456137,"phase":"session_start","vehicleModel":"skoda Octavia 2019","scenario":"行駛中","phonePlacement":"中控下方","connectionType":"usb androidauto","deviceModel":"Pixel 10 Pro Fold","deviceManufacturer":"Google","androidRelease":"17","sdkInt":37,"productName":"CarANC","subscriptionPlan":"pro_monthly","subscriptionLabel":"專業版（月訂）","safetyConsentAccepted":true}
{"ts":1781739456137,"phase":"service_start","subscriptionPlan":"pro_monthly","mimoEnabled":true,"obdEnabled":true}
{"ts":1781739456185,"phase":"aa_connected","connectionType":2}
{"ts":1781739901432,"phase":"bump_detected","blockRms":0.98934644,"frozen":true}
{"ts":1781739901434,"phase":"bump_detected","blockRms":0.8515249,"frozen":true}
{"ts":1781739901562,"phase":"bump_detected","blockRms":0.9232345,"frozen":true}
{"ts":1781739901564,"phase":"bump_detected","blockRms":0.99965537,"frozen":true}
{"ts":1781739901643,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-13.322718,"cancelledDb":-13.322718,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":2,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.0022124646,"bandMidRatio":0.0021422787,"bandHighRatio":0.9956452,"bandConfidence":0.99343276,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":6.653667,"speedValid":true,"speedAccuracyM":5.017,"speedSource":"fused","noiseSource":"MIXED","estimatedLatencyMs":316.95834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.041666668,"latencyFrameworkMs":35.0}
{"ts":1781739901787,"phase":"bump_detected","blockRms":0.87745017,"frozen":true}
{"ts":1781739902003,"phase":"bump_detected","blockRms":0.998601,"frozen":true}
{"ts":1781739902178,"phase":"bump_detected","blockRms":0.16858967,"frozen":true}
{"ts":1781739902183,"phase":"bump_detected","blockRms":0.31861004,"frozen":true}
{"ts":1781739902185,"phase":"bump_detected","blockRms":0.56929165,"frozen":true}
{"ts":1781739902188,"phase":"bump_detected","blockRms":0.39044538,"frozen":true}
{"ts":1781739902274,"phase":"bump_detected","blockRms":0.6766639,"frozen":true}
{"ts":1781739902738,"phase":"bump_detected","blockRms":0.3498082,"frozen":true}
{"ts":1781739902741,"phase":"bump_detected","blockRms":0.2661511,"frozen":true}
{"ts":1781739902749,"phase":"bump_detected","blockRms":0.5186359,"frozen":true}
{"ts":1781739902752,"phase":"bump_detected","blockRms":0.6453025,"frozen":true}
{"ts":1781739902770,"phase":"bump_detected","blockRms":0.6995316,"frozen":true}
{"ts":1781739903276,"phase":"bump_detected","blockRms":0.75089246,"frozen":true}
{"ts":1781739903279,"phase":"bump_detected","blockRms":0.62895656,"frozen":true}
{"ts":1781739903328,"phase":"bump_detected","blockRms":0.73527753,"frozen":true}
{"ts":1781739903663,"phase":"bump_detected","blockRms":0.6028407,"frozen":true}
{"ts":1781739903670,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-5.3388095,"cancelledDb":-5.3388095,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":2,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.004319861,"bandMidRatio":0.0034863772,"bandHighRatio":0.9921938,"bandConfidence":0.987874,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":7.018827,"speedValid":true,"speedAccuracyM":5.272,"speedSource":"fused","noiseSource":"MIXED","estimatedLatencyMs":316.95834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.041666668,"latencyFrameworkMs":35.0}
{"ts":1781739904140,"phase":"bump_detected","blockRms":0.37520134,"frozen":true}
{"ts":1781739904144,"phase":"bump_detected","blockRms":0.5484538,"frozen":true}
{"ts":1781739904155,"phase":"bump_detected","blockRms":0.7037181,"frozen":true}
{"ts":1781739904654,"phase":"bump_detected","blockRms":0.29346195,"frozen":true}
{"ts":1781739904679,"phase":"bump_detected","blockRms":0.3251168,"frozen":true}
{"ts":1781739904888,"phase":"bump_detected","blockRms":0.99919003,"frozen":true}
{"ts":1781739905091,"phase":"bump_detected","blockRms":0.38307792,"frozen":true}
{"ts":1781739905093,"phase":"bump_detected","blockRms":0.39428478,"frozen":true}
{"ts":1781739905535,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-6.695565,"cancelledDb":-6.695565,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":316.95834,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1779,"suggestedObserveSec":0}
{"ts":1781739905686,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-24.158194,"cancelledDb":-24.158194,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":2,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.004493866,"bandMidRatio":0.0045223664,"bandHighRatio":0.9909838,"bandConfidence":0.9864899,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":6.912689,"speedValid":true,"speedAccuracyM":5.187,"speedSource":"fused","noiseSource":"MIXED","estimatedLatencyMs":316.95834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.041666668,"latencyFrameworkMs":35.0}
{"ts":1781739905800,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739905960,"phase":"bump_detected","blockRms":0.53818864,"frozen":true}
{"ts":1781739906442,"phase":"bump_detected","blockRms":0.6148819,"frozen":true}
{"ts":1781739906537,"phase":"bump_detected","blockRms":0.45247924,"frozen":true}
{"ts":1781739906541,"phase":"bump_detected","blockRms":0.68876666,"frozen":true}
{"ts":1781739906616,"phase":"bump_detected","blockRms":0.54518056,"frozen":true}
{"ts":1781739906635,"phase":"bump_detected","blockRms":0.833803,"frozen":true}
{"ts":1781739906979,"phase":"bump_detected","blockRms":0.6223558,"frozen":true}
{"ts":1781739907248,"phase":"bump_detected","blockRms":0.9634193,"frozen":true}
{"ts":1781739907408,"phase":"bump_detected","blockRms":0.7997451,"frozen":true}
{"ts":1781739907453,"phase":"bump_detected","blockRms":0.9986625,"frozen":true}
{"ts":1781739907718,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-12.57051,"cancelledDb":-12.57051,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":2,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":3.8151362E-4,"bandMidRatio":0.0016240278,"bandHighRatio":0.9979944,"bandConfidence":0.9976129,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":7.008921,"speedValid":true,"speedAccuracyM":5.272,"speedSource":"fused","noiseSource":"MIXED","estimatedLatencyMs":316.95834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.041666668,"latencyFrameworkMs":35.0}
{"ts":1781739908004,"phase":"bump_detected","blockRms":0.7006733,"frozen":true}
{"ts":1781739908103,"phase":"bump_detected","blockRms":0.99692976,"frozen":true}
{"ts":1781739908209,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739908211,"phase":"bump_detected","blockRms":0.9710924,"frozen":true}
{"ts":1781739908781,"phase":"bump_detected","blockRms":0.42908484,"frozen":true}
{"ts":1781739908784,"phase":"bump_detected","blockRms":0.51822525,"frozen":true}
{"ts":1781739908921,"phase":"bump_detected","blockRms":0.9541234,"frozen":true}
{"ts":1781739909276,"phase":"bump_detected","blockRms":0.8006702,"frozen":true}
{"ts":1781739909735,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-26.32393,"cancelledDb":-26.32393,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":2,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.0066788034,"bandMidRatio":0.0055653383,"bandHighRatio":0.98775584,"bandConfidence":0.981077,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":23.291662,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":10.078669,"speedValid":true,"speedAccuracyM":5.102,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":316.95834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.041666668,"latencyFrameworkMs":35.0}
{"ts":1781739909760,"phase":"bump_detected","blockRms":0.5348025,"frozen":true}
{"ts":1781739910205,"phase":"bump_detected","blockRms":0.7551847,"frozen":true}
{"ts":1781739910542,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-52.732807,"cancelledDb":-52.732807,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":316.95834,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1784,"suggestedObserveSec":0}
{"ts":1781739910685,"phase":"bump_detected","blockRms":0.9935748,"frozen":true}
{"ts":1781739910746,"phase":"bump_detected","blockRms":0.87528557,"frozen":true}
{"ts":1781739910749,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739911187,"phase":"bump_detected","blockRms":0.5841617,"frozen":true}
{"ts":1781739911189,"phase":"bump_detected","blockRms":0.66854733,"frozen":true}
{"ts":1781739911307,"phase":"bump_detected","blockRms":0.7813902,"frozen":true}
{"ts":1781739911532,"phase":"profile_aging_detected","reason":"energy_drift","ageMs":29583,"driftRatio":102.49574860360565,"profileId":"skoda_octavia_2019"}
{"ts":1781739911882,"phase":"calibration","profileId":"skoda_octavia_2019","totalRead":4096,"avgEnergy":226.49072265625,"usedFallbackModel":false,"sHat":[-1.0, -0.9786476, -0.94454813, -0.9189365, -0.9176161, -0.93809813, -0.9607213, -0.96340936, -0.9383675, -0.89732677, -0.86185306, -0.8470716, -0.8521475, -0.8639383, -0.86917305, -0.8639946, -0.8537615, -0.84538347, -0.84075636, -0.8375301, -0.83533233, -0.8397632, -0.8587366, -0.8935016, -0.9330213, -0.9583225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],"acousticDelaySamples":38,"impulsePeakMagnitude":0.3051584,"resonancePeaksHz":[5250.0, 10500.0, 18750.0],"mimoZoneCount":4,"mimoZoneIds":["DRIVER", "PASSENGER_FRONT", "REAR_LEFT", "REAR_RIGHT"],"profileSaved":true,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739911883,"phase":"mimo_profile_applied","mimoEnabled":true,"mimoTrialEnabled":true,"zoneCount":4,"zoneIds":["DRIVER", "PASSENGER_FRONT", "REAR_LEFT", "REAR_RIGHT"],"driverFocused":false}
{"ts":1781739911884,"phase":"profile_recalibrated","profileId":"skoda_octavia_2019"}
{"ts":1781739911888,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-7.52654,"cancelledDb":-7.52654,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.0054873554,"bandMidRatio":0.0050178524,"bandHighRatio":0.98949474,"bandConfidence":0.98400736,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":12.538668,"speedValid":true,"speedAccuracyM":4.762,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739912089,"phase":"bump_detected","blockRms":0.32693747,"frozen":true}
{"ts":1781739912091,"phase":"bump_detected","blockRms":0.5633858,"frozen":true}
{"ts":1781739912139,"phase":"bump_detected","blockRms":0.3790945,"frozen":true}
{"ts":1781739912149,"phase":"bump_detected","blockRms":0.4841408,"frozen":true}
{"ts":1781739912958,"phase":"bump_detected","blockRms":0.9736455,"frozen":true}
{"ts":1781739913223,"phase":"bump_detected","blockRms":0.59461707,"frozen":true}
{"ts":1781739913225,"phase":"bump_detected","blockRms":0.7202544,"frozen":true}
{"ts":1781739913451,"phase":"bump_detected","blockRms":0.15942045,"frozen":true}
{"ts":1781739913457,"phase":"bump_detected","blockRms":0.24693681,"frozen":true}
{"ts":1781739913459,"phase":"bump_detected","blockRms":0.33864728,"frozen":true}
{"ts":1781739913523,"phase":"bump_detected","blockRms":0.39019823,"frozen":true}
{"ts":1781739913547,"phase":"bump_detected","blockRms":0.36090857,"frozen":true}
{"ts":1781739913633,"phase":"bump_detected","blockRms":0.29683062,"frozen":true}
{"ts":1781739913636,"phase":"bump_detected","blockRms":0.6267833,"frozen":true}
{"ts":1781739913648,"phase":"bump_detected","blockRms":0.6322057,"frozen":true}
{"ts":1781739913844,"phase":"bump_detected","blockRms":0.3547402,"frozen":true}
{"ts":1781739913846,"phase":"bump_detected","blockRms":0.47356448,"frozen":true}
{"ts":1781739913875,"phase":"bump_detected","blockRms":0.63536745,"frozen":true}
{"ts":1781739913901,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-16.15958,"cancelledDb":-16.15958,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.012286701,"bandMidRatio":0.0101915505,"bandHighRatio":0.9775217,"bandConfidence":0.965235,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":13.599192,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":15.652428,"speedValid":true,"speedAccuracyM":4.336,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739913957,"phase":"bump_detected","blockRms":0.65567476,"frozen":true}
{"ts":1781739913960,"phase":"bump_detected","blockRms":0.60354525,"frozen":true}
{"ts":1781739914213,"phase":"bump_detected","blockRms":0.5751272,"frozen":true}
{"ts":1781739914215,"phase":"bump_detected","blockRms":0.4425102,"frozen":true}
{"ts":1781739914267,"phase":"bump_detected","blockRms":0.72406423,"frozen":true}
{"ts":1781739914427,"phase":"bump_detected","blockRms":0.5329955,"frozen":true}
{"ts":1781739914482,"phase":"bump_detected","blockRms":0.8352461,"frozen":true}
{"ts":1781739915374,"phase":"bump_detected","blockRms":0.9911928,"frozen":true}
{"ts":1781739915559,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-11.809485,"cancelledDb":-11.809485,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":317.70834,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1789,"suggestedObserveSec":0}
{"ts":1781739915675,"phase":"bump_detected","blockRms":0.9137737,"frozen":true}
{"ts":1781739915915,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-15.544659,"cancelledDb":-15.544659,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.0134755615,"bandMidRatio":0.010894754,"bandHighRatio":0.9756297,"bandConfidence":0.96215415,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":18.268753,"speedValid":true,"speedAccuracyM":4.081,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739915923,"phase":"bump_detected","blockRms":0.5486388,"frozen":true}
{"ts":1781739916375,"phase":"bump_detected","blockRms":0.5656259,"frozen":true}
{"ts":1781739916384,"phase":"bump_detected","blockRms":0.7260911,"frozen":true}
{"ts":1781739916387,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739916793,"phase":"bump_detected","blockRms":0.8049444,"frozen":true}
{"ts":1781739917933,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-0.315312,"cancelledDb":-0.315312,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.00948499,"bandMidRatio":0.008493835,"bandHighRatio":0.98202115,"bandConfidence":0.97253615,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":21.3976,"speedValid":true,"speedAccuracyM":4.081,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739918758,"phase":"bump_detected","blockRms":0.9636705,"frozen":true}
{"ts":1781739919037,"phase":"bump_detected","blockRms":0.6651339,"frozen":true}
{"ts":1781739919076,"phase":"bump_detected","blockRms":0.6357343,"frozen":true}
{"ts":1781739919367,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739919593,"phase":"bump_detected","blockRms":0.55062735,"frozen":true}
{"ts":1781739919603,"phase":"bump_detected","blockRms":0.7283329,"frozen":true}
{"ts":1781739919696,"phase":"bump_detected","blockRms":0.9417072,"frozen":true}
{"ts":1781739919948,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-56.778618,"cancelledDb":-56.778618,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.2998931,"bandMidRatio":0.24238753,"bandHighRatio":0.45771936,"bandConfidence":0.15782624,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":10.183456,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":22.239424,"speedValid":true,"speedAccuracyM":3.996,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739919997,"phase":"bump_detected","blockRms":0.29227886,"frozen":true}
{"ts":1781739920010,"phase":"bump_detected","blockRms":0.4405457,"frozen":true}
{"ts":1781739920026,"phase":"bump_detected","blockRms":0.53596765,"frozen":true}
{"ts":1781739920504,"phase":"bump_detected","blockRms":0.65376323,"frozen":true}
{"ts":1781739920507,"phase":"bump_detected","blockRms":0.9792701,"frozen":true}
{"ts":1781739920584,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-13.619168,"cancelledDb":-13.619168,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":317.70834,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1794,"suggestedObserveSec":0}
{"ts":1781739921160,"phase":"bump_detected","blockRms":0.82725286,"frozen":true}
{"ts":1781739921171,"phase":"bump_detected","blockRms":0.95079744,"frozen":true}
{"ts":1781739921964,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-15.961799,"cancelledDb":-15.961799,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.014890637,"bandMidRatio":0.012045864,"bandHighRatio":0.97306347,"bandConfidence":0.95817286,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":20.969553,"speedValid":true,"speedAccuracyM":4.081,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739921974,"phase":"bump_detected","blockRms":0.2781636,"frozen":true}
